receiptNumber,totalAmount,paymentMethod,status,createdAt,customerId,cashierId,items.0.productId,items.0.batchNumber,items.0.quantity,items.0.price,items.0.costPrice,items.1.productId,items.1.batchNumber,items.1.quantity,items.1.price,items.1.costPrice,items.2.productId,items.2.batchNumber,items.2.quantity,items.2.price,items.2.costPrice,items.3.productId,items.3.batchNumber,items.3.quantity,items.3.price,items.3.costPrice,items.4.productId,items.4.batchNumber,items.4.quantity,items.4.price,items.4.costPrice
REC-20260119-12700,3124.68,Card,completed,2026-01-19T10:10:03.396Z,69f6f37778e1596ba7c95e22,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,446e6b817445b26abca1a1b6,B20266835,3,366.42,293.14,,,,,
REC-20260119-12701,414.94,Online,completed,2026-01-19T12:36:56.396Z,69f6f37778e1596ba7c95e18,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,2,207.47,165.98,,,,,,,,,,,,,,,,,,,,
REC-20260119-12702,1659.70,Card,completed,2026-01-19T04:36:23.396Z,69f6f37778e1596ba7c95e2c,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,3,216.64,173.31,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,,,,,,
REC-20260119-12703,1788.19,Card,completed,2026-01-19T08:58:04.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,
REC-20260119-12704,4612.11,Online,completed,2026-01-19T13:32:06.396Z,69f6f37778e1596ba7c95e30,PLACEHOLDER_CASHIER_ID,9994fbff0b061fcd965261bc,B20266591,3,279.41,223.53,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04
REC-20260119-12705,2411.21,Cash,completed,2026-01-19T12:48:29.396Z,69f6f37778e1596ba7c95e14,PLACEHOLDER_CASHIER_ID,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,,,,,,,,,,
REC-20260119-12706,3968.57,Cash,completed,2026-01-19T12:36:55.396Z,69f6f37778e1596ba7c95e13,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,e76120026776a5ce43c666b8,B20267762,2,314.97,251.98,82b588bca468babb2768aeab,B20264605,1,481.81,385.45
REC-20260119-12707,2072.89,Online,completed,2026-01-19T15:12:12.396Z,69f6f37778e1596ba7c95e04,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,
REC-20260119-12708,2687.17,Cash,completed,2026-01-19T13:47:17.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,c67eef88155269b4b864dbfb,B20264182,2,137.47,109.98,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41
REC-20260119-12709,4959.65,Online,completed,2026-01-19T08:58:52.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,0d9039ea6418a628e362dba3,B20263577,3,539.98,431.98,,,,,
REC-20260119-12710,2870.87,Cash,completed,2026-01-19T14:55:10.396Z,69f6f37778e1596ba7c95e18,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,82b588bca468babb2768aeab,B20264605,2,481.81,385.45
REC-20260119-12711,1479.09,Online,completed,2026-01-19T07:41:15.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,,,,,,,,,,,,,,,,
REC-20260119-12712,4244.05,Online,completed,2026-01-19T09:02:15.396Z,,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17
REC-20260119-12713,1173.70,Online,completed,2026-01-19T07:09:19.396Z,69f6f37778e1596ba7c95e2a,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,,,,,,,,,,,,,,,,,,,,
REC-20260119-12714,369.26,Online,completed,2026-01-19T15:21:28.396Z,69f6f37778e1596ba7c95e27,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,,,,,,,,,,,,,,,,,,,,
REC-20260119-12715,2608.13,Card,completed,2026-01-19T03:50:57.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,3eb562f9a356dd1f95c0b2e5,B20263687,3,242.16,193.73,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92
REC-20260119-12716,1035.34,Online,completed,2026-01-19T02:58:43.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,,,,,,
REC-20260119-12717,2794.52,Cash,completed,2026-01-19T11:32:01.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,
REC-20260119-12718,2149.69,Cash,completed,2026-01-19T14:10:43.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,78ca2a629b67bf68c56178a5,B20261111,1,161.29,129.03,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,efa172e8efce41614eff5f1c,B20267119,2,318.36,254.69,,,,,
REC-20260119-12719,3004.03,Card,completed,2026-01-19T03:26:40.396Z,69f6f37778e1596ba7c95e07,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,23fff3753ae81ad1a904efa6,B20266129,3,216.64,173.31,,,,,,,,,,
REC-20260119-12720,2524.92,Card,completed,2026-01-19T10:37:17.396Z,69f6f37778e1596ba7c95e2d,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,
REC-20260119-12721,2681.87,Card,completed,2026-01-19T15:03:41.396Z,69f6f37778e1596ba7c95e15,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,,,,,,,,,,,
REC-20260119-12722,4994.38,Card,completed,2026-01-19T09:57:53.396Z,69f6f37778e1596ba7c95e1b,PLACEHOLDER_CASHIER_ID,0d9039ea6418a628e362dba3,B20263577,3,539.98,431.98,9994fbff0b061fcd965261bc,B20266591,2,279.41,223.53,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,
REC-20260119-12723,1984.11,Online,completed,2026-01-19T13:16:25.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,,,,,,,,,,,,,,,
REC-20260119-12724,3129.56,Card,completed,2026-01-19T03:47:32.396Z,69f6f37778e1596ba7c95e1d,PLACEHOLDER_CASHIER_ID,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64,023e50a6b50d4c28a8a019d1,B20267819,2,575.35,460.28,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,,,,,
REC-20260119-12725,2419.95,Card,completed,2026-01-19T12:39:15.396Z,69f6f37778e1596ba7c95e23,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,3,258.23,206.58,aaca8fc703b594654250c947,B20263854,3,548.42,438.74,,,,,,,,,,,,,,,
REC-20260119-12726,1318.70,Cash,completed,2026-01-19T12:32:12.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,b2dbc54852934d0377fe3034,B20266428,2,149.64,119.71,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01
REC-20260119-12727,4860.84,Card,completed,2026-01-19T07:51:23.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,a42b0bf5a343277b1818fc29,B20269522,2,435.42,348.34,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01
REC-20260119-12728,216.64,Cash,completed,2026-01-19T11:42:54.396Z,69f6f37778e1596ba7c95e29,PLACEHOLDER_CASHIER_ID,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,,,,,,,,,,,,,,,,,,,,
REC-20260119-12729,3203.74,Card,completed,2026-01-19T13:17:09.396Z,69f6f37778e1596ba7c95e29,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,23fff3753ae81ad1a904efa6,B20266129,3,216.64,173.31
REC-20260119-12730,1518.02,Cash,completed,2026-01-19T02:38:49.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,,,,,,,,,,,,,,,
REC-20260119-12731,1687.80,Card,completed,2026-01-19T04:29:12.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9
REC-20260119-12732,3263.64,Online,completed,2026-01-19T10:17:38.396Z,69f6f37778e1596ba7c95e0d,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,,,,,
REC-20260119-12733,2289.13,Cash,completed,2026-01-19T15:15:36.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,efeda5ca57ac1a5cf13ae40e,B20261477,3,429.6,343.68,,,,,,,,,,
REC-20260119-12734,3725.16,Card,completed,2026-01-19T10:42:55.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,ee0beab30c8bb73e1a629812,B20268641,3,621.38,497.1,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37
REC-20260119-12735,2752.81,Card,completed,2026-01-19T08:54:38.396Z,69f6f37778e1596ba7c95e1b,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,,,,,,,,,,
REC-20260119-12736,3023.01,Card,completed,2026-01-19T09:26:34.396Z,,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,efa172e8efce41614eff5f1c,B20267119,1,318.36,254.69,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,
REC-20260119-12737,280.55,Online,completed,2026-01-19T15:08:53.396Z,69f6f37778e1596ba7c95e0a,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7,,,,,,,,,,,,,,,
REC-20260119-12738,237.52,Cash,completed,2026-01-19T09:53:30.396Z,69f6f37778e1596ba7c95e1c,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,,,,,,,,,,,
REC-20260119-12739,5270.56,Online,completed,2026-01-19T15:14:24.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,40195178dfb430c5b44a7e6a,B20265805,2,377.6,302.08
REC-20260119-12740,2166.95,Card,completed,2026-01-19T08:49:07.396Z,69f6f37778e1596ba7c95e1d,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,,,,,,,,,,
REC-20260119-12741,2320.94,Online,completed,2026-01-19T14:25:41.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,efa172e8efce41614eff5f1c,B20267119,1,318.36,254.69,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01
REC-20260119-12742,968.64,Online,completed,2026-01-19T06:50:17.396Z,69f6f37778e1596ba7c95e20,PLACEHOLDER_CASHIER_ID,3eb562f9a356dd1f95c0b2e5,B20263687,3,242.16,193.73,3eb562f9a356dd1f95c0b2e5,B20263687,1,242.16,193.73,,,,,,,,,,,,,,,
REC-20260119-12743,1518.46,Cash,completed,2026-01-19T03:07:16.396Z,69f6f37778e1596ba7c95e0a,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17,,,,,
REC-20260119-12744,2372.44,Online,completed,2026-01-19T02:47:01.396Z,69f6f37778e1596ba7c95e0c,PLACEHOLDER_CASHIER_ID,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,,,,,,,,,,,,,,,
REC-20260119-12745,1215.86,Online,completed,2026-01-19T02:49:37.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,40195178dfb430c5b44a7e6a,B20265805,2,377.6,302.08,,,,,,,,,,,,,,,
REC-20260119-12746,2328.20,Cash,completed,2026-01-19T14:16:28.396Z,69f6f37778e1596ba7c95e00,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,,,,,
REC-20260119-12747,2004.82,Online,completed,2026-01-19T06:37:20.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,b5decbaca4947386a855bb24,B20267049,2,198.04,158.43,efeda5ca57ac1a5cf13ae40e,B20261477,1,429.6,343.68,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,
REC-20260119-12748,2240.72,Online,completed,2026-01-19T05:55:28.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,82b588bca468babb2768aeab,B20264605,3,481.81,385.45,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,,,,,,,,,,
REC-20260119-12749,3287.50,Card,completed,2026-01-19T06:45:55.396Z,69f6f37778e1596ba7c95e02,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,3eb562f9a356dd1f95c0b2e5,B20263687,3,242.16,193.73,,,,,
REC-20260119-12750,3886.21,Cash,completed,2026-01-19T05:39:15.396Z,69f6f37778e1596ba7c95e2c,PLACEHOLDER_CASHIER_ID,ee0beab30c8bb73e1a629812,B20268641,1,621.38,497.1,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,1d7efaf59a4d4d5ec33baeac,B20269891,2,432.21,345.77,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,
REC-20260119-12751,3606.28,Cash,completed,2026-01-19T09:53:07.396Z,,PLACEHOLDER_CASHIER_ID,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,,,,,
REC-20260119-12752,2745.66,Cash,completed,2026-01-19T10:22:54.396Z,69f6f37778e1596ba7c95e03,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,,,,,
REC-20260119-12753,3110.05,Online,completed,2026-01-19T09:25:25.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,efa172e8efce41614eff5f1c,B20267119,2,318.36,254.69,40195178dfb430c5b44a7e6a,B20265805,2,377.6,302.08
REC-20260119-12754,885.50,Card,completed,2026-01-19T07:38:29.396Z,,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,9597f195fe9470313e8f380c,B20267181,3,99.55,79.64,,,,,,,,,,,,,,,
REC-20260119-12755,5642.72,Cash,completed,2026-01-19T06:07:15.396Z,,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,ce391e69d2542d345996de91,B20261947,3,586.85,469.48
REC-20260120-12756,1336.53,Online,completed,2026-01-20T05:46:00.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,,,,,,,,,,,,,,,,,,,,
REC-20260120-12757,1877.08,Online,completed,2026-01-20T05:11:41.396Z,69f6f37778e1596ba7c95e13,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,,,,,,,,,,,
REC-20260120-12758,1619.89,Card,completed,2026-01-20T13:12:46.396Z,69f6f37778e1596ba7c95e1b,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,2,481.81,385.45,046b2a17349c4ed0e71ab47e,B20265976,3,47.96,38.37,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,,,,,
REC-20260120-12759,237.52,Online,completed,2026-01-20T05:47:16.396Z,69f6f37778e1596ba7c95e2e,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,,,,,,,,,,,
REC-20260120-12760,4036.62,Card,completed,2026-01-20T09:31:18.396Z,69f6f37778e1596ba7c95e19,PLACEHOLDER_CASHIER_ID,3fdbbe053491e0287ba3453d,B20267019,2,548.65,438.92,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,023e50a6b50d4c28a8a019d1,B20267819,3,575.35,460.28,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17
REC-20260120-12761,3030.23,Card,completed,2026-01-20T03:08:16.396Z,69f6f37778e1596ba7c95e2f,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01
REC-20260120-12762,1237.32,Cash,completed,2026-01-20T13:21:09.396Z,69f6f37778e1596ba7c95e19,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,,,,,,,,,,,,,,,,,,,,
REC-20260120-12763,3194.41,Cash,completed,2026-01-20T11:02:10.396Z,,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,b1231e732af7ca155691bbb3,B20269855,3,145.01,116.01,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,
REC-20260120-12764,798.74,Online,completed,2026-01-20T13:21:41.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,96e13ea6b828636e6578fcc5,B20262488,1,602.8,482.24,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,,,,,,,,,,,,,,,
REC-20260120-12765,493.03,Cash,completed,2026-01-20T06:52:10.396Z,,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,,,,,,,,,,,,,,,,,,,,
REC-20260120-12766,1736.09,Card,completed,2026-01-20T14:26:48.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,,,,,,,,,,
REC-20260120-12767,2100.54,Cash,completed,2026-01-20T03:16:22.396Z,,PLACEHOLDER_CASHIER_ID,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,,,,,,,,,,
REC-20260120-12768,3382.53,Cash,completed,2026-01-20T03:45:33.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,9994fbff0b061fcd965261bc,B20266591,2,279.41,223.53,,,,,,,,,,
REC-20260120-12769,2242.55,Cash,completed,2026-01-20T14:02:22.396Z,69f6f37778e1596ba7c95e1d,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,,,,,
REC-20260120-12770,1629.20,Cash,completed,2026-01-20T06:59:16.396Z,69f6f37778e1596ba7c95e20,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,2,618.66,494.93,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,,,,,,,,,,,,,,,
REC-20260120-12771,1666.65,Online,completed,2026-01-20T03:46:51.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,1e09581578adf6bdeb94eb77,B20267303,1,383.82,307.06,1d7efaf59a4d4d5ec33baeac,B20269891,1,432.21,345.77,ce391e69d2542d345996de91,B20261947,1,586.85,469.48
REC-20260120-12772,1417.99,Card,completed,2026-01-20T04:55:55.396Z,69f6f37778e1596ba7c95e1d,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,085e5274131972e08df79438,B20266214,2,215.43,172.34,350054cac45e5ae7b69aec04,B20264799,1,118.76,95.01,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7
REC-20260120-12773,1694.44,Online,completed,2026-01-20T07:28:51.396Z,69f6f37778e1596ba7c95dff,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,
